Date,Stock,Open,High,Low,Close,Volume,Market_Status
11-01-2023,GOOGL,185.43,186.79,183.73,184.95,3712425,Missing!
12-01-2023,GOOGL,184.5,185.62,183.76,184.68,1585110,N/A
13-01-2023,GOOGL,188.32,189.81,187.44,,1641610,<NULL>
14-01-2023,GOOGL,184.2,186.03,183.19,183.38,2884333,??Unknown??
15-01-2023,GOOGL,195.1,196.22,194.35,194.66,2059284,N/A
16-01-2023,GOOGL,191.72,192.65,190.34,,1474687,Corrupt$
17-01-2023,GOOGL,187.3,187.83,185.34,188.8,1324726,Missing!
18-01-2023,GOOGL,196.18,197.54,194.53,194.93,3577165,Err#404
19-01-2023,GOOGL,191.91,193.02,190.78,190.21,504694,Missing!
20-01-2023,GOOGL,186.24,187.3,185.73,186.24,4659074,Err#404
21-01-2023,GOOGL,188.81,189.58,187.84,188.7,3179590,Corrupt$
22-01-2023,GOOGL,186.1,187.25,184.81,186.8,4237486,Missing!
23-01-2023,GOOGL,185.75,187.72,184.76,186.3,1174267,Missing!
24-01-2023,GOOGL,185.08,186.03,184.41,185.05,3369839,Missing!
25-01-2023,GOOGL,186.72,188.12,185.55,,2537775,Missing!
26-01-2023,GOOGL,188.31,189.97,187.43,187.63,1728135,??Unknown??
27-01-2023,GOOGL,184.02,185.64,182.15,184.23,2486373,Valid
28-01-2023,GOOGL,188.81,189.8,188.16,187.6,3626773,Missing!
29-01-2023,GOOGL,181.9,183.31,181.32,,3416971,??Unknown??
30-01-2023,GOOGL,182.82,184.63,182.31,181.36,4584488,Corrupt$
31-01-2023,GOOGL,182.11,182.64,181.12,181,1524446,Missing!
01-02-2023,GOOGL,185.72,186.88,184.23,187.43,3113456,N/A
02-02-2023,GOOGL,183.84,184.67,182.24,182.01,4172476,Missing!
03-02-2023,GOOGL,180.51,181.6,179.33,180.3,4766660,<NULL>
04-02-2023,GOOGL,184.72,185.85,183.19,185.55,4186207,Missing!
05-02-2023,GOOGL,184.32,185.94,183.28,186.54,1108919,Err#404
06-02-2023,GOOGL,185.12,185.76,183.62,185.3,2842854,N/A
07-02-2023,GOOGL,181.3,182.57,180.74,181.54,4726479,Missing!
08-02-2023,GOOGL,186.4,187.74,185.31,186.44,1333230,Missing!
09-02-2023,GOOGL,180.98,182.22,179.3,182.04,2267052,Missing!
10-02-2023,GOOGL,177.95,179.55,176.25,178.39,840822,??Unknown??
11-02-2023,GOOGL,174.53,175.61,172.96,173.96,3570321,Corrupt$
12-02-2023,GOOGL,181.77,183.69,180.97,182.89,4940768,Err#404
13-02-2023,GOOGL,181.82,183.05,180.95,181.36,615064,Missing!
14-02-2023,GOOGL,185.29,186.65,183.3,183.69,3089644,Corrupt$
15-02-2023,GOOGL,181.93,183.67,181.27,180.33,2650517,Err#404
16-02-2023,GOOGL,182.07,182.99,181.3,181.87,2040850,Err#404
17-02-2023,GOOGL,182.39,183,181.69,182.49,4067124,<NULL>
18-02-2023,GOOGL,187.16,188.72,186.17,188.11,3558321,Err#404
19-02-2023,GOOGL,186.73,187.96,185.92,187.37,2700852,Missing!
20-02-2023,GOOGL,186.43,188.27,185.18,186.51,4762551,??Unknown??
21-02-2023,GOOGL,183.9,185.88,182.69,184.91,3828359,Missing!
22-02-2023,GOOGL,187.05,188.15,185.2,187.06,3438324,Missing!
23-02-2023,GOOGL,184.89,186.01,184.34,183.6,4847864,Corrupt$
24-02-2023,GOOGL,183.73,184.84,182.75,182.22,3603800,Valid
25-02-2023,GOOGL,183.27,184.26,181.87,184.55,1838618,Valid
26-02-2023,GOOGL,186,187.68,184.6,183.76,4875446,<NULL>
27-02-2023,GOOGL,185.05,186.69,183.83,184.85,1086901,Valid
28-02-2023,GOOGL,188.17,189.38,186.44,191.15,873921,Corrupt$
01-03-2023,GOOGL,182.44,183,181.84,182.9,1503639,N/A
02-03-2023,GOOGL,186.78,187.74,185.05,186.57,4741307,<NULL>
03-03-2023,GOOGL,184.88,185.81,183.63,183.19,907650,Corrupt$
04-03-2023,GOOGL,180.96,182.67,180.26,182.58,4229046,Err#404
05-03-2023,GOOGL,184.27,184.9,182.44,185.49,3305573,Missing!
06-03-2023,GOOGL,187.98,189.68,186.5,188.66,1694497,N/A
07-03-2023,GOOGL,187.17,188.68,186.43,187.17,4115383,Err#404
08-03-2023,GOOGL,184.55,186.14,183.99,185.12,1270448,<NULL>
09-03-2023,GOOGL,187.1,188.25,186.39,186.95,4151948,Missing!
10-03-2023,GOOGL,183.19,184.71,181.78,182.22,3436384,Missing!
11-03-2023,GOOGL,183.53,184.94,182.76,184.48,4319128,<NULL>
12-03-2023,GOOGL,180.31,181.97,179.48,180.26,3105676,Err#404
13-03-2023,GOOGL,187.54,188.71,187,188.06,2340220,Corrupt$
14-03-2023,GOOGL,190.66,191.87,189.07,190.54,634411,Valid
15-03-2023,GOOGL,189.14,190.6,187.42,189.6,4651910,N/A
16-03-2023,GOOGL,183.59,184.25,181.89,,3177678,<NULL>
17-03-2023,GOOGL,184.1,185.25,183.41,184.01,912610,<NULL>
18-03-2023,GOOGL,182.38,184.34,180.53,182.41,3961743,Missing!
19-03-2023,GOOGL,183.63,184.19,182.12,186.59,4116666,??Unknown??
20-03-2023,GOOGL,187.84,188.81,185.99,188.64,4991055,Missing!
21-03-2023,GOOGL,186.79,187.76,185.62,189.38,552055,Valid
22-03-2023,GOOGL,183.45,184.9,182.29,183.44,1636263,Missing!
23-03-2023,GOOGL,185.95,186.61,184.27,185.64,4042635,??Unknown??
24-03-2023,GOOGL,181.4,182.85,180.76,180.33,2997838,<NULL>
25-03-2023,GOOGL,186.57,187.21,185.29,188.17,2469921,Corrupt$
26-03-2023,GOOGL,181.16,181.8,179.4,180.25,2128637,Missing!
27-03-2023,GOOGL,185.69,187.28,183.94,187.5,2799820,N/A
28-03-2023,GOOGL,183.18,184.17,181.25,182.17,2100448,Corrupt$
29-03-2023,GOOGL,188.98,190.95,187.44,189.87,2317765,??Unknown??
30-03-2023,GOOGL,182.9,183.45,182.09,181.31,4043244,Err#404
31-03-2023,GOOGL,180.69,181.86,180.16,180.25,2338346,Missing!
01-04-2023,GOOGL,187.75,188.42,186.53,187.77,4830863,<NULL>
02-04-2023,GOOGL,187.83,188.85,186.56,187.23,4023319,<NULL>
03-04-2023,GOOGL,183.76,185.76,182.9,183.59,2542896,Corrupt$
04-04-2023,GOOGL,187.7,189.53,187.01,187.53,659876,Missing!
05-04-2023,GOOGL,183.04,183.61,181.66,183.84,1165275,N/A
06-04-2023,GOOGL,188.82,190.17,187.18,186.74,4704851,Missing!
07-04-2023,GOOGL,185.45,186.92,183.46,184.89,1899433,Corrupt$
08-04-2023,GOOGL,186.66,187.47,185.02,187.91,3910331,Valid
09-04-2023,GOOGL,185.68,186.4,183.99,186.25,4757450,Corrupt$
10-04-2023,GOOGL,187.48,189.34,186.06,188.75,4011449,??Unknown??
11-04-2023,GOOGL,185.31,187.26,183.33,186.07,2516950,Corrupt$
12-04-2023,GOOGL,189.08,191.07,187.62,188,3229201,<NULL>
13-04-2023,GOOGL,188.68,190.37,186.89,189.34,1914447,N/A
14-04-2023,GOOGL,183.02,184.51,181.1,183.12,3958332,Corrupt$
15-04-2023,GOOGL,186.24,187.26,184.35,188.51,2680122,Corrupt$
16-04-2023,GOOGL,187.18,187.93,186.11,187.98,1216177,N/A
17-04-2023,GOOGL,183.67,184.29,183.06,184.2,3136859,Corrupt$
18-04-2023,GOOGL,180.85,182.39,180.09,181.52,3615209,<NULL>
19-04-2023,GOOGL,179.86,181.54,179.28,180.33,1551497,N/A
20-04-2023,GOOGL,184.4,186.14,183.74,184.84,3519332,<NULL>
21-04-2023,GOOGL,177.98,179.85,177.21,177.72,979177,<NULL>
22-04-2023,GOOGL,182.76,184.58,181.75,183.3,1991476,<NULL>
23-04-2023,GOOGL,184.08,186.08,182.76,185.03,1021317,??Unknown??
24-04-2023,GOOGL,179.46,180.33,177.89,180.52,4326562,N/A
25-04-2023,GOOGL,186.17,187.82,185.36,187.11,2008797,??Unknown??
26-04-2023,GOOGL,180.32,181.7,178.81,181.82,4426888,??Unknown??
27-04-2023,GOOGL,179.55,180.44,177.99,180.67,2524676,N/A
28-04-2023,GOOGL,181.14,183.11,179.8,181.77,4767132,Corrupt$
29-04-2023,GOOGL,178.7,180.55,176.85,177.56,1147937,Missing!
30-04-2023,GOOGL,177.46,178.15,176.8,176.32,2652304,Valid
01-05-2023,GOOGL,186.84,187.38,186.08,186.59,586569,Missing!
02-05-2023,GOOGL,180.69,182.23,179.55,180.74,1484131,<NULL>
03-05-2023,GOOGL,179.42,180.83,178.73,180.82,4816841,N/A
04-05-2023,GOOGL,181.96,183.86,180.61,179.18,1721793,Corrupt$
05-05-2023,GOOGL,181.8,182.65,180.7,180.77,3840488,??Unknown??
06-05-2023,GOOGL,185.22,185.84,184.29,185.02,3956453,Err#404
07-05-2023,GOOGL,183.84,184.73,183.09,182.84,1445424,Valid
08-05-2023,GOOGL,188.17,188.7,187.16,187.37,4913115,Missing!
09-05-2023,GOOGL,184.75,185.3,183.34,184.25,2458754,Corrupt$
10-05-2023,GOOGL,186.43,188.3,185.07,185.48,1139068,<NULL>
11-05-2023,GOOGL,187.9,188.92,187.15,,2359024,Valid
12-05-2023,GOOGL,180.84,181.96,180.16,182.21,1871242,<NULL>
13-05-2023,GOOGL,181.46,181.99,180.92,182.08,4163175,Err#404
14-05-2023,GOOGL,186.92,187.83,186.41,187.69,2520148,Err#404
15-05-2023,GOOGL,188.55,190.26,186.73,188.52,1660675,Err#404
16-05-2023,GOOGL,185.22,186.65,184.66,186.24,4536589,Missing!
17-05-2023,GOOGL,187.16,188.79,185.57,188.01,4779319,<NULL>
18-05-2023,GOOGL,186.86,188.03,185.05,187.46,3226427,N/A
19-05-2023,GOOGL,190.37,191.33,189.72,189.71,3638832,Valid
20-05-2023,GOOGL,184.89,186.12,183.74,184.45,2550276,N/A
21-05-2023,GOOGL,185.47,186.45,183.52,186.52,3309858,<NULL>
22-05-2023,GOOGL,190.45,192.21,188.7,189.94,2516142,Err#404
23-05-2023,GOOGL,187.84,188.78,186.6,186.55,3191207,Corrupt$
24-05-2023,GOOGL,184.6,186.09,182.96,184.06,3750060,Err#404
25-05-2023,GOOGL,190.91,191.62,189.16,192.47,4471586,N/A
26-05-2023,GOOGL,184.98,186.51,183.96,,874344,Err#404
27-05-2023,GOOGL,184.54,186.41,182.7,184.87,3351957,<NULL>
28-05-2023,GOOGL,189.54,190.95,188.34,188.93,2048496,Err#404
29-05-2023,GOOGL,188.97,190.31,187.68,189.74,795863,N/A
30-05-2023,GOOGL,190.54,192.49,188.54,191.08,4474177,N/A
31-05-2023,GOOGL,188.01,189.46,186.25,186.52,2642856,<NULL>
01-06-2023,GOOGL,184.35,185.24,183.31,184.62,1316445,Corrupt$
02-06-2023,GOOGL,192.37,193.31,191.85,190.68,1889068,N/A
03-06-2023,GOOGL,188.15,189.71,186.71,187.6,726884,<NULL>
04-06-2023,GOOGL,184.3,185.91,182.75,184.29,1716424,Corrupt$
05-06-2023,GOOGL,188.33,189.28,186.85,190.18,3917932,??Unknown??
06-06-2023,GOOGL,183.96,184.98,182.01,184.28,578563,<NULL>
07-06-2023,GOOGL,181.63,183.62,179.84,180.87,1638355,??Unknown??
08-06-2023,GOOGL,182.04,182.69,180.86,181.72,2696856,N/A
09-06-2023,GOOGL,185.4,186.51,184.81,186.33,4561317,Err#404
10-06-2023,GOOGL,179.72,180.31,178.5,178.96,1872407,Valid
11-06-2023,GOOGL,184.32,186.05,182.78,185.41,2633643,Err#404
12-06-2023,GOOGL,182.29,182.93,180.88,181.77,3348061,N/A
13-06-2023,GOOGL,181.35,182.86,180.04,180.44,4504275,Corrupt$
14-06-2023,GOOGL,180.73,181.31,179.52,180.24,3501519,<NULL>
15-06-2023,GOOGL,177.93,179.44,176.99,176.31,3991650,Err#404
16-06-2023,GOOGL,179.51,181.28,178.6,177.34,1569024,??Unknown??
17-06-2023,GOOGL,183.19,184.29,181.94,183.11,1862270,Missing!
18-06-2023,GOOGL,181.89,183.17,181.15,181.82,1401111,N/A
19-06-2023,GOOGL,183.44,184.55,182.43,183.7,2614253,Err#404
20-06-2023,GOOGL,187.3,188.25,186.31,187.21,790160,Missing!
21-06-2023,GOOGL,183.34,185.04,181.96,185.67,4904309,Err#404
22-06-2023,GOOGL,185.11,186.01,184.51,185.28,4326450,Corrupt$
23-06-2023,GOOGL,188.21,189.8,186.47,186.83,2120706,Corrupt$
24-06-2023,GOOGL,180.78,181.59,179.44,179.66,4740843,Corrupt$
25-06-2023,GOOGL,184.4,185.27,182.89,184.4,3569252,Missing!
26-06-2023,GOOGL,183.33,184.34,181.78,,1270569,Valid
27-06-2023,GOOGL,188.43,189.81,187.49,187.2,3013384,Missing!
28-06-2023,GOOGL,186.04,187.22,184.84,,615042,N/A
29-06-2023,GOOGL,185.87,187.49,183.94,185.83,2725074,N/A
30-06-2023,GOOGL,189.01,189.83,187.36,190.61,592447,??Unknown??
01-07-2023,GOOGL,193.25,193.77,191.3,192.33,3991274,??Unknown??
02-07-2023,GOOGL,186.51,188.17,184.89,186.09,1578562,N/A
03-07-2023,GOOGL,187.35,189.09,186.59,188.95,3243122,Err#404
04-07-2023,GOOGL,186.44,187.03,185.85,186.77,4234341,N/A
05-07-2023,GOOGL,188.05,189.47,186.69,187.13,4155847,<NULL>
06-07-2023,GOOGL,191.71,192.78,190.68,191,4035797,Valid
07-07-2023,GOOGL,185.08,186.77,184.16,183.86,2847628,??Unknown??
08-07-2023,GOOGL,189.42,191.24,187.71,189.5,4227904,??Unknown??
09-07-2023,GOOGL,184.31,186.09,183.26,185.34,2083820,<NULL>
10-07-2023,GOOGL,188.13,189.8,187.16,189.77,3732567,<NULL>
11-07-2023,GOOGL,184.47,185.37,182.7,182.98,2522307,Missing!
12-07-2023,GOOGL,183.77,185.49,182,184.64,4861909,<NULL>
13-07-2023,GOOGL,185.56,186.86,184.53,185.73,1512714,??Unknown??
14-07-2023,GOOGL,185.96,186.53,184.21,185.69,1649707,N/A
15-07-2023,GOOGL,189.88,191.06,188.1,189.46,1483770,??Unknown??
16-07-2023,GOOGL,185.52,187.43,184.38,183.6,2598984,<NULL>
17-07-2023,GOOGL,184.66,186.49,184.06,185.29,4283938,<NULL>
18-07-2023,GOOGL,186.65,187.3,186.14,185.33,1358267,<NULL>
19-07-2023,GOOGL,183.98,185.6,182.7,183.24,4243382,??Unknown??
20-07-2023,GOOGL,187.62,189.33,186.6,188.04,4672975,<NULL>
21-07-2023,GOOGL,186.91,187.82,184.92,185.1,4731874,Missing!
22-07-2023,GOOGL,184.71,185.92,183.05,183.39,981193,N/A
23-07-2023,GOOGL,180.7,182.27,179.06,181.92,3259127,Err#404
24-07-2023,GOOGL,180.13,181.29,178.2,180.26,1127475,<NULL>
25-07-2023,GOOGL,181.75,182.42,179.92,181.09,4455594,??Unknown??
26-07-2023,GOOGL,184.31,185.87,183.34,184.44,3732607,??Unknown??
27-07-2023,GOOGL,176.22,178.09,175.47,176.89,1040027,<NULL>
28-07-2023,GOOGL,178.94,180.42,177.32,180.06,2695732,??Unknown??
29-07-2023,GOOGL,179.23,180.89,178.16,178.12,2297355,<NULL>
30-07-2023,GOOGL,178.94,179.98,177.73,177.91,3725327,Valid
31-07-2023,GOOGL,175.03,175.81,173.59,175.64,1255724,N/A
01-08-2023,GOOGL,176.68,178.14,174.82,177.32,3982837,<NULL>
02-08-2023,GOOGL,178.35,179.35,177.23,177.01,2596539,??Unknown??
03-08-2023,GOOGL,180.13,181.92,178.46,179.15,1936052,Valid
04-08-2023,GOOGL,180.25,180.93,179.35,180.06,3301133,Err#404
05-08-2023,GOOGL,180.97,182.12,179.42,180.99,4037553,Err#404
06-08-2023,GOOGL,184.23,185.33,183.73,184.28,3547582,Missing!
07-08-2023,GOOGL,182.86,184.77,181.05,181.5,4431067,<NULL>
08-08-2023,GOOGL,182.88,183.61,182.33,182.92,4994445,Missing!
09-08-2023,GOOGL,183.09,183.61,181.52,182.37,4885316,Missing!
10-08-2023,GOOGL,178.61,179.47,178.04,177.45,1196084,Valid
11-08-2023,GOOGL,180.22,181.95,179.32,180.21,4857080,Err#404
12-08-2023,GOOGL,178.81,179.63,177.57,178.7,2981498,Missing!
13-08-2023,GOOGL,179.04,179.9,177.91,179.84,3604379,Corrupt$
14-08-2023,GOOGL,182.85,183.54,182.06,181.99,1266230,Missing!
15-08-2023,GOOGL,183.32,184.89,182.32,183.56,2599678,Err#404
16-08-2023,GOOGL,181.42,182.02,179.82,179.85,2868029,Corrupt$
17-08-2023,GOOGL,183.01,184,181.5,182.73,536051,Valid
18-08-2023,GOOGL,176.46,177.39,175.86,176.93,4166279,<NULL>
19-08-2023,GOOGL,180.12,181.45,178.5,180.67,3936005,<NULL>
20-08-2023,GOOGL,181.38,182.97,180.8,181.93,4352659,Corrupt$
21-08-2023,GOOGL,188.1,189.4,186.78,188.9,3200502,Err#404
22-08-2023,GOOGL,187.2,189.1,186.31,186.76,3827708,??Unknown??
23-08-2023,GOOGL,185.13,187.05,183.75,185.62,3578921,Corrupt$
24-08-2023,GOOGL,187.74,188.78,186.84,189.61,2522862,Err#404
25-08-2023,GOOGL,183.88,185.54,181.9,183.41,4487575,Missing!
26-08-2023,GOOGL,187.43,189.04,186.46,188.81,1246447,??Unknown??
27-08-2023,GOOGL,184.31,186.15,183.45,185.19,1177551,Valid
28-08-2023,GOOGL,189.1,190.27,188.18,188.83,4095908,<NULL>
29-08-2023,GOOGL,191.45,192.74,189.6,191.27,1712740,Valid
30-08-2023,GOOGL,183.84,184.97,182.39,183.96,997165,N/A
31-08-2023,GOOGL,187.75,189.53,186.15,188.57,4232529,Valid
01-09-2023,GOOGL,186.64,187.48,184.76,187.04,2218340,N/A
02-09-2023,GOOGL,189.51,190.37,187.64,189.03,3060390,Valid
03-09-2023,GOOGL,185.74,186.8,184.13,183.66,1773871,Valid
04-09-2023,GOOGL,188.42,189.26,187.62,189.09,1535702,Valid
05-09-2023,GOOGL,186.84,188.19,185.08,184.91,2385005,N/A
06-09-2023,GOOGL,188.11,188.81,187.31,186.75,3593348,Missing!
07-09-2023,GOOGL,188.6,189.58,186.99,188.2,1478536,N/A
08-09-2023,GOOGL,186.83,188.7,185.3,185.61,1105743,Corrupt$
09-09-2023,GOOGL,191.59,192.71,189.96,191.91,1240599,Err#404
10-09-2023,GOOGL,189.27,190.89,187.97,188.98,2746928,Err#404
11-09-2023,GOOGL,191.08,191.75,189.62,191.86,1697678,Missing!
12-09-2023,GOOGL,189.44,190.31,187.51,187.83,2986179,Err#404
13-09-2023,GOOGL,190.34,192.05,189.69,189.68,3457135,Valid
14-09-2023,GOOGL,190.62,192.26,189.65,190.62,503420,Missing!
15-09-2023,GOOGL,189.53,190.61,188.11,189.57,3973135,Err#404
16-09-2023,GOOGL,187.96,189.89,186.01,188.65,1513368,N/A
17-09-2023,GOOGL,186.31,188.17,185.66,185.39,3140905,Corrupt$
18-09-2023,GOOGL,188.76,190.7,188.22,188.29,2906967,??Unknown??
19-09-2023,GOOGL,186.88,188.02,186.3,187.39,3927043,Corrupt$
20-09-2023,GOOGL,186.88,187.67,186.3,184.68,1765777,Err#404
21-09-2023,GOOGL,187.88,189.32,186.01,,1808396,Missing!
22-09-2023,GOOGL,194.28,195.81,192.7,195.05,1735340,<NULL>
23-09-2023,GOOGL,186.84,187.53,185.33,185.51,558541,Err#404
24-09-2023,GOOGL,191.35,193.03,190.07,191.04,2606622,N/A
25-09-2023,GOOGL,189.09,189.62,187.42,190.58,3165748,Corrupt$
26-09-2023,GOOGL,191.9,193.12,191.16,192.56,2732821,<NULL>
27-09-2023,GOOGL,190.19,191.19,189.1,190.64,4856164,N/A
28-09-2023,GOOGL,184.87,186.48,183.64,185.86,3579676,N/A
29-09-2023,GOOGL,182.9,183.87,182.23,184.7,1598053,??Unknown??
30-09-2023,GOOGL,183,184.74,181.87,183.01,3229701,N/A
01-10-2023,GOOGL,187.02,188.41,186.04,186.61,1126754,<NULL>
02-10-2023,GOOGL,190.26,191.95,189.7,191.24,795215,N/A
03-10-2023,GOOGL,185.76,187.74,185.05,185.57,3060971,??Unknown??
04-10-2023,GOOGL,184.83,186.35,183.19,183.91,4100867,Valid
05-10-2023,GOOGL,189.08,191.06,188.56,188.54,4764864,<NULL>
06-10-2023,GOOGL,188.55,189.09,186.64,188.86,1279680,Valid
07-10-2023,GOOGL,187.47,188.47,186.84,187.02,4431294,<NULL>
08-10-2023,GOOGL,189.88,190.54,188.18,189.5,4096436,Missing!
09-10-2023,GOOGL,192.52,193.41,190.67,191.49,4070714,??Unknown??
10-10-2023,GOOGL,189.71,191.46,187.79,191.14,3984634,Missing!
11-10-2023,GOOGL,189.09,189.64,187.29,188.75,1737087,Missing!
12-10-2023,GOOGL,189.6,190.88,188.66,188.88,2478649,N/A
13-10-2023,GOOGL,191.61,192.96,190.61,191,3384112,Missing!
14-10-2023,GOOGL,194.24,195.59,193.1,195.05,3754534,Err#404
15-10-2023,GOOGL,189.99,191.2,189.28,190.56,1583685,<NULL>
16-10-2023,GOOGL,190.8,192.48,190.26,190.29,1866528,Corrupt$
17-10-2023,GOOGL,191.01,191.71,189.2,191.04,3333304,Err#404
18-10-2023,GOOGL,190.75,191.71,189.41,191.02,2973139,Err#404
19-10-2023,GOOGL,191.6,193.02,190.18,190.89,3103927,N/A
20-10-2023,GOOGL,195.89,197.42,194,194.35,1885140,Corrupt$
21-10-2023,GOOGL,190.61,191.71,189.11,191.12,4067850,Missing!
22-10-2023,GOOGL,188.94,190.75,187.4,188.29,1918167,Corrupt$
23-10-2023,GOOGL,189.91,191.03,188.23,,3061854,Missing!
24-10-2023,GOOGL,193.28,194.38,192.6,193.6,3712624,Valid
25-10-2023,GOOGL,195.01,195.57,193.97,195.07,1652007,??Unknown??
26-10-2023,GOOGL,188.33,189.65,186.38,187.9,915162,N/A
27-10-2023,GOOGL,183.77,185.33,181.88,183.13,2119884,Missing!
28-10-2023,GOOGL,188.89,189.56,187.07,187.75,3851066,Missing!
29-10-2023,GOOGL,188.77,189.73,187.59,188.16,3405745,Corrupt$
30-10-2023,GOOGL,186.26,187.94,184.48,186.83,4722042,N/A
31-10-2023,GOOGL,187.4,188.45,186.83,188.8,4047407,<NULL>
01-11-2023,GOOGL,188.04,188.91,187.32,189.3,4751457,Missing!
02-11-2023,GOOGL,185.76,187.27,184.64,185.9,4384036,Valid
03-11-2023,GOOGL,189.65,190.45,188.43,,4755313,Err#404
04-11-2023,GOOGL,191.07,192.91,190.17,190.76,3483130,Missing!
05-11-2023,GOOGL,191.16,191.82,190.13,189.87,984469,Corrupt$
06-11-2023,GOOGL,193.45,195.01,192.71,195.37,4342640,<NULL>
07-11-2023,GOOGL,191.36,192.61,190.13,191.89,3964143,Valid
08-11-2023,GOOGL,189.54,191.34,187.85,188,4766246,N/A
09-11-2023,GOOGL,193.93,194.62,192.44,195.49,2715217,Missing!
10-11-2023,GOOGL,193.08,194.59,192.41,192.33,1824453,Valid
11-11-2023,GOOGL,188.62,189.97,187.39,188.09,4035054,Valid
12-11-2023,GOOGL,189.22,190.44,187.68,190.24,2068366,<NULL>
13-11-2023,GOOGL,190.2,191.44,188.91,191.56,1182286,Valid
14-11-2023,GOOGL,188.18,189.77,187.1,187.18,1184143,Valid
15-11-2023,GOOGL,192.07,193.98,190.64,,1107648,<NULL>
16-11-2023,GOOGL,193.18,193.82,191.23,194.06,4016250,<NULL>
17-11-2023,GOOGL,195.88,196.41,195.24,195.08,4984735,<NULL>
18-11-2023,GOOGL,189.91,191.62,188.82,189.66,1897636,Valid
19-11-2023,GOOGL,187.79,188.46,186.68,189.31,2029275,Valid
20-11-2023,GOOGL,190.03,192.01,188.66,188.47,2164069,??Unknown??
21-11-2023,GOOGL,192.55,193.97,191.82,193.93,732321,N/A
22-11-2023,GOOGL,188.21,189.69,187.45,189.06,637837,Err#404
23-11-2023,GOOGL,188.56,189.36,187.63,189.07,944842,N/A
24-11-2023,GOOGL,191.35,192.21,189.42,191.48,1244067,Corrupt$
25-11-2023,GOOGL,188.49,189.97,186.88,190.46,2739031,Corrupt$
26-11-2023,GOOGL,190.42,192.29,188.93,192.54,2607356,<NULL>
27-11-2023,GOOGL,191.24,193.22,189.52,190.63,602903,N/A
28-11-2023,GOOGL,192.52,193.31,191.82,193.13,915874,Valid
29-11-2023,GOOGL,188.76,189.46,186.97,190.63,2107850,??Unknown??
30-11-2023,GOOGL,184.28,184.86,182.89,183.49,3462906,Err#404
01-12-2023,GOOGL,189.52,191.32,188.51,189.76,2429827,Missing!
02-12-2023,GOOGL,187.63,188.57,185.91,188.63,4562175,Missing!
03-12-2023,GOOGL,186.37,186.87,184.66,184.35,3171744,Valid
04-12-2023,GOOGL,182.97,183.8,181.2,183.8,2400600,N/A
05-12-2023,GOOGL,182.6,183.61,181.93,181.52,3966420,Missing!
06-12-2023,GOOGL,183.92,185.91,181.97,184.12,4006319,N/A
07-12-2023,GOOGL,183.55,184.84,181.61,184.7,2112850,??Unknown??
08-12-2023,GOOGL,183.01,183.82,181.98,180.62,1640170,??Unknown??
09-12-2023,GOOGL,184.43,185.44,183.84,,850425,<NULL>
10-12-2023,GOOGL,185.65,186.65,184.9,187.69,2575904,N/A
11-12-2023,GOOGL,183.4,183.93,181.41,,3422329,<NULL>
12-12-2023,GOOGL,181.68,182.38,180.34,182.26,1002939,Valid
13-12-2023,GOOGL,183.9,185.44,182.86,185.23,1722196,<NULL>
14-12-2023,GOOGL,185.11,185.79,184.17,183.51,4836057,Valid
15-12-2023,GOOGL,190.38,191.23,189.49,191.14,2831499,Valid
16-12-2023,GOOGL,185.89,186.92,184.4,186.92,4066343,Missing!
17-12-2023,GOOGL,185.84,187.48,184.71,186.48,3283993,Err#404
18-12-2023,GOOGL,186.12,187.5,184.17,,2868410,Err#404
19-12-2023,GOOGL,184.11,185.65,182.59,183.11,1326278,Valid
20-12-2023,GOOGL,187.52,188.87,185.83,188.91,1239026,N/A
21-12-2023,GOOGL,186.62,188.15,185.68,186.66,1843316,??Unknown??
22-12-2023,GOOGL,192.5,193.01,191.89,191.6,3225527,<NULL>
23-12-2023,GOOGL,192.96,194.86,191.73,192.64,4949339,Corrupt$
24-12-2023,GOOGL,193.31,193.98,192.34,,846990,??Unknown??
25-12-2023,GOOGL,197.15,198.26,196.35,195.59,2385249,??Unknown??
26-12-2023,GOOGL,196.59,198.24,194.66,196.6,4336813,Corrupt$
27-12-2023,GOOGL,194.46,195.61,193.29,194.04,1947839,Valid
28-12-2023,GOOGL,198.99,200.91,198.23,200.33,2077127,??Unknown??
29-12-2023,GOOGL,196.29,197.49,195.49,194.41,3020908,Corrupt$
30-12-2023,GOOGL,195.11,196.93,194.19,196.05,3251691,<NULL>
31-12-2023,GOOGL,193.37,195.08,191.37,194.78,4114670,Missing!
01-01-2023,AMZN,77.45,78.91,75.65,76.57,4560097,N/A
02-01-2023,AMZN,75.18,75.86,73.57,75.17,1688037,N/A
03-01-2023,AMZN,76.95,78.87,75.03,77.49,4711656,N/A
04-01-2023,AMZN,73.85,74.69,71.94,73.75,4821092,Valid
05-01-2023,AMZN,76.59,78.59,75.51,75.6,4201844,??Unknown??
06-01-2023,AMZN,79.49,80.74,78.32,79.66,4667542,??Unknown??
07-01-2023,AMZN,79.23,80.88,78.34,77.19,4397619,Err#404
08-01-2023,AMZN,74.68,75.18,73.19,,3047482,N/A
09-01-2023,AMZN,79.8,81.63,78.75,80.65,4809462,Valid
10-01-2023,AMZN,74.22,75.12,72.54,75.12,1768165,Corrupt$
11-01-2023,AMZN,78.42,79.93,77.74,74.66,4333574,Valid
12-01-2023,AMZN,76.37,78.08,75.7,76.18,4069284,??Unknown??
